content,title,url,description
"The Herder Memorial Trophy, or Herder, is the championship trophy to be awarded annually to the senior ice hockey champions of Newfoundland and Labrador, Canada. The original cast silver trophy was donated in 1935 by The Evening Telegram newspaper on behalf of the Herder family,[1] as a memorial to five brothers who played hockey in St. John's.

First awarded in 1935, the Herder Memorial Trophy has been won 85 times. The Herder was not awarded in 1942, 1943, 1991, 2020 and 2021. The first winners of the Herder trophy was a team from Corner Brook that won the inaugural all-Newfoundland ice hockey championship on March 22, 1935. Teams from St. John's have won the Herder Trophy 20 times. The most recent winners were the St. John's RoofTech Senior Caps on April 6, 2024.",Herder Memorial Trophy,https://en.wikipedia.org/wiki/Herder_Memorial_Trophy,
"The eukaryotes (/ju??k?rio?ts, -?ts/ yoo-KARR-ee-ohts, -??ts)[4] constitute the domain of Eukaryota or Eukarya, organisms whose cells have a membrane-bound nucleus. All animals, plants, fungi, and many unicellular organisms are eukaryotes. They constitute a major group of life forms alongside the two groups of prokaryotes: the Bacteria and the Archaea. Eukaryotes represent a small minority of the number of organisms, but given their generally much larger size, their collective global biomass is much larger than that of prokaryotes.

The eukaryotes seemingly emerged within the Asgard archaea, and are closely related to the Heimdallarchaeia.[5] This implies that there are only two domains of life, Bacteria and Archaea, with eukaryotes incorporated among the Archaea. Eukaryotes first emerged during the Paleoproterozoic, likely as flagellated cells. The leading evolutionary theory is they were created by symbiogenesis between an anaerobic Asgard archaean and an aerobic proteobacterium, which formed the mitochondria. A second episode of symbiogenesis with a cyanobacterium created the plants, with chloroplasts.

Eukaryotic cells contain membrane-bound organelles such as the nucleus, the endoplasmic reticulum, and the Golgi apparatus. Eukaryotes may be either unicellular or multicellular. In comparison, prokaryotes are typically unicellular. Unicellular eukaryotes are sometimes called protists. Eukaryotes can reproduce both asexually through mitosis and sexually through meiosis and gamete fusion (fertilization).",Eukaryote,https://en.wikipedia.org/wiki/Eukaryote,
"African Greeks, or Greeks in Africa (Greek: ?Â¦ÃÂ¦ÃÂ¦ÃÂ¦ÃÂ¦Ã? Â¦ÃÂ¦Ã? Â¦Â¡Â¦ÃÂ¦ÃÂ¦ÃÂ¦Ã??), are the Greek people in the continent of Africa. Greek communities have existed in Africa since antiquity.",African Greeks,https://en.wikipedia.org/wiki/African_Greeks,
"The Good News International Ministries (GNIM), also known as the Good News International Church and the Servant P. N. Mackenzie Ministries, and commonly referred to as the Shakahola cult, is an apocalyptic Christian new religious movement which was founded by Paul Nthenge Mackenzie and his first wife in 2003.[1] Following the deaths of over 400 of its members and their children at the movement's base in Shakahola, Kilifi County, Kenya, the group has been designated by the Kenyan government as an organized criminal group.[2][3] As of August 2024, Mackenzie was on trial, accused of manslaughter, torture and terrorism.[4]

GNIM attracted international attention in April 2023 when it was revealed that Mackenzie had allegedly instructed members to starve themselves en masse to ""meet Jesus,"" resulting in the deaths of over 400 people.[5] The group, widely described[6] as a cult or doomsday cult,[1][2][7][8] is adamantly anti-Western, with amenities such as health care, education, and sports being dismissed as ""evils of western life"" and with Mackenzie condemning the United States, United Nations, and the Catholic Church as ""tools of Satan"". The group devotes much of its teachings to the end times. They were purportedly influenced by the End-Time Message of William Branham.[7][9] Homicide detectives working on the case alleged the group was radicalized by Branham's teachings, leading to their deaths.[10]

Mackenzie founded the GNIM in 2003 and accumulated a sizable following, largely due to convincing his followers that he could speak directly with God.[11] Beginning in the late 2010s, Mackenzie's church began to receive a renewed wave of scrutiny regarding the internal practices of the organization.[12] In 2017, Mackenzie and his wife faced several charges relating to the church. He was chastised for inciting students to abandon their education after denouncing it as ""ungodly"", as well as radicalizing and denying medical care to the children afterwards; several children died as a result and, in 2017, 93 children were rescued by government authorities from the group.[13] After another arrest in 2019, he departed Malindi and headed to the Shakahola forest, where the mass starvation occurred in 2023.

Mackenzie did not join his followers in the mass starvation; a dietary menu was found on the wall in one of the special houses in the forest believed to be his resting room. He was taken into police custody as the process of exhuming the bodies continued,[14] and on January 18, 2024, he was charged with 191 counts of murder. Police authorities claimed that some bodies were missing organs, and believed they were being harvested and sold.[15][16] However, this claim was refuted by Interior Cabinet Secretary Kithure Kindiki on 10 May.[17] As of 8 May, autopsies performed on 112 of the exhumed bodies ruled out the possibility of organ harvesting.[18] The church was on 31st January 2024 declared by the Kenya government as an Â¡Â°organized criminal groupÂ¡Â± under the Prevention of Organized Crimes Act.[3]",Good News International Ministries,https://en.wikipedia.org/wiki/Good_News_International_Ministries,
"The 2023 Southeast Asian Games (Khmer: ???????????????????????????????????????, UNGEGN: Kar Br?ku?t Keila Br?chÂ¨Â¦achÂ¨Â¦at? Asi AknÂ¨Â¦y 2023), also known as the 32nd Southeast Asian Games, or the 32nd SEA Games, and commonly known as Cambodia 2023, was the 32nd edition of the Southeast Asian Games, a biennial sports multi-sport event which was held from 5 to 17 May 2023 in Phnom Penh, Cambodia.

The event returned to its 2-year cycle, as the 2021 SEA Games in Vietnam was delayed to 2022 due to the COVID-19 pandemic. The announcement was made at the Southeast Asian Games Federation Council meeting in Singapore, in conjunction with the 2015 SEA Games,[2] by the President of the National Olympic Committee of Cambodia, Thong Khon.[3][4] The Philippines was originally scheduled to host the games, but was pushed forward to 2019 after Brunei withdrew to host the event. This was the first time that Cambodia hosted the games, as the 1963 Southeast Asian Peninsular Games was cancelled due to the political situation in the country at the time. The event was planned to feature 40 sports.[5] The final number was 37 sports.[6]",2023 SEA Games,https://en.wikipedia.org/wiki/2023_SEA_Games,
"Extremely Severe Cyclonic Storm Mocha[a] (/?mo?k?/) was a powerful and deadly tropical cyclone in the North Indian Ocean which affected Myanmar and parts of Bangladesh in May 2023. The second depression and the first cyclonic storm of the 2023 North Indian Ocean cyclone season, Mocha originated from a low-pressure area that was first noted by the India Meteorological Department (IMD) on 8 May. After consolidating into a depression, the storm tracked slowly north-northwestward over the Bay of Bengal, and reached extremely severe cyclonic storm intensity. After undergoing an eyewall replacement cycle, Mocha rapidly strengthened, peaking at Category 5-equivalent intensity on 14 May with winds of 270 km/h (165 mph). Mocha slightly weakened before making landfall, and its conditions quickly became unfavorable. Mocha rapidly weakened once inland and dissipated shortly thereafter.

Thousands of volunteers assisted citizens of Myanmar and Bangladesh in evacuating as the cyclone approached the international border.[8] Evacuations were also ordered for low-lying areas in Sittwe, Pauktaw, Myebon, Maungdaw, and Buthidaung. In Bangladesh, over 500,000 individuals were ordered to be relocated from coastal areas of the country due to the storm's approach. Officials from the military declared the state of Rakhine a natural disaster area. Several villages in Rakhine State were also damaged by the cyclone. The death toll for Cyclone Mocha varies significantly. ASEAN reported a total of 145 deaths,[9] whereas the National Unity Government of Myanmar (NUG) stated that Cyclone Mocha killed at least 463 people, including three indirect deaths in Bangladesh. The storm also injured 719 people and left 101 others missing.[10][6] It caused about US$2.24 billion of damage in Myanmar.

Elsewhere, thousands of homes were destroyed in Bangladesh. Twelve people were injured, and the agricultural damage there reached ?115 million (US$1.07 million), though impact was less severe than initially feared. Seven people in Sri Lanka were indirectly injured and another seven were reported missing due to the cyclone. In India, 5,749 people across over 50 villages were affected, and at least 236 houses were damaged. The remnants of Mocha then contributed to blizzards in China.",Cyclone Mocha,https://en.wikipedia.org/wiki/Cyclone_Mocha,
"The Eurovision Song Contest 2024 was the 68th edition of the Eurovision Song Contest. It took place in Malm?, Sweden, following the country's victory at the 2023 contest with the song ""Tattoo"" by Loreen. Organised by the European Broadcasting Union (EBU) and host broadcaster Sveriges Television (SVT), the contest was held at the Malm? Arena, and consisted of two semi-finals, on 7 and 9 May, and a final on 11 May 2024. The three live shows were presented by Petra Mede and Malin ?kerman, with Mede having previously taken on the role in 2013 and 2016.

Thirty-seven countries participated in the contest, the same number as in 2023. Romania opted not to participate, and Luxembourg competed for the first time since 1993. The Netherlands was disqualified from the contest between the second semi-final and the final, but the country retained its right to vote. The inclusion of Israel among the participants in the context of the IsraelÂ¨CHamas war was met with controversy, and additional security measures were put in place for the event.

The winner was Switzerland with the song ""The Code"", performed by the Swiss singer Nemo and written by them with Benjamin Alasu, Lasse Midtsian Nymann, and Linda Dale. Switzerland won the combined vote and jury vote, and placed fifth in the televote. Croatia won the televote and finished in second place, its best result to date as an independent country. Ukraine, France, and Israel completed the top five.

The EBU reported that the contest had a television audience of 163 million viewers in 37 European markets, an increase of a million viewers from the previous edition, with an additional 7.3 million viewers online on YouTube.[1]",Eurovision Song Contest 2024,https://en.wikipedia.org/wiki/Eurovision_Song_Contest_2024,
"A series of floods were in and around the cities of Bologna, Cesena, ForlÂ¨Â¬, Faenza, Ravenna, and Rimini, in the Emilia-Romagna region of Italy.[1] The first floods occurred between 2 and 3 May 2023, killing two people.[2] More severe floods took place on 16Â¨C17 May 2023, killing at least 15 people and displacing 50,000 others.[3][4][5]

The same amount of rain which usually falls in seven months fell in two weeks, causing the overflow of twenty-three rivers across the region.[6][7] In some areas, almost half the annual average of rain fell in only 36 hours.[8] Moreover, 400 landslides occurred in the area and 43 cities and towns were flooded.[9] The provisional cost of the damage caused by the floods amounts to more than Â10 billion (US$11 billion).[10][11]",2023 Emilia-Romagna floods,https://en.wikipedia.org/wiki/2023_Emilia-Romagna_floods,
"OceanGate Inc. is an American privately owned company based in Everett, Washington, that provided crewed submersibles for tourism, industry, research, and exploration. The company was founded in 2009 by Stockton Rush and Guillermo S?hnlein.

The company acquired a submersible vessel, Antipodes, and later built two of its own: Cyclops 1 and Titan. In 2021, OceanGate began taking paying tourists in Titan to visit the wreck of the Titanic. In 2022, the price to be a passenger on an OceanGate expedition to the Titanic shipwreck was $250,000 per person.[1]

On June 18, 2023, Titan imploded during a voyage to the Titanic wreck site, killing all five occupants on board, including Rush.[2] An international search and rescue operation was launched,[3] and on June 22 the wreckage was found on the seabed about 500 meters (1,600 ft) from the Titanic wreck site. On June 21, it was announced that OceanGate's Everett office was closed indefinitely, and on July 6, OceanGate suspended all operations.[4][5][6] Since August 2023, Gordon Gardiner has been the company's CEO.[7] Until official investigations and the company's shutdown are completed, the company is out of business.[8]

Background",OceanGate,https://en.wikipedia.org/wiki/OceanGate,
"Richard Treat Williams Jr. (December 1, 1951 Â¨C June 12, 2023) was an American actor, whose career on stage and in film and television spanned five decades. He received many accolades for his work, including nominations for three Golden Globe Awards, two Primetime Emmy Awards, and an Independent Spirit Award.

Williams began his career on Broadway, portraying Danny Zuko in the original run of Grease (1972). After supporting roles in the films The Ritz and The Eagle Has Landed (both 1976), he rose to fame with starring roles in Milo? Forman's film version of the musical Hair and in Steven Spielberg's historical comedy 1941, both released in 1979. He received further acclaim for his performance in the Sidney Lumet crime drama Prince of the City (1981).

He appeared in many other films throughout his career, both in leading and supporting roles, including Once Upon a Time in America (1984), Flashpoint (1984), Smooth Talk (1985), The Men's Club (1986), Dead Heat (1988), The Phantom (1996), The Devil's Own (1997), Deep Rising (1998), the Substitute franchise (1998Â¨C2001), The Deep End of the Ocean (1999), Miss Congeniality 2 (2005), and 127 Hours (2010). Among his television roles, he starred as Dr. Andy Brown on the drama series Everwood (2002Â¨C2006), for which he received a Satellite Award nomination for Best Actor. Subsequent television work included White Collar (2012Â¨C2013), Chicago Fire (2013Â¨C2018), and Blue Bloods (2016Â¨C2023). He also starred as Mick O'Brien on the Hallmark series Chesapeake Shores (2016Â¨C2022) and as Bill Paley in the FX miniseries Feud: Capote vs. The Swans (2024), the latter being his final appearance on screen.

Throughout his career, Williams returned to the Broadway stage, appearing in productions of Over Here! (1974), Once in a Lifetime (1978), The Pirates of Penzance (1981), Love Letters (1989), and Follies (2001).",Treat Williams,https://en.wikipedia.org/wiki/Treat_Williams,
"Threads is an online social media and social networking service operated by Meta Platforms. The service features integration with Instagram and users must register for Threads with an Instagram account. Functionally it is similar to Twitter: users can post text, images, voice recordings, and videos, as well as interact with other users' posts through replies, reposts, and likes. The application is available on iOS and Android devices; the web version offers limited functionality and requires a mobile app to be installed first. Upon its launch, Threads became the fastest-growing consumer software application in history, gaining over 100 million users in its first five days and surpassing the record previously set by ChatGPT.[2][3][4] This early success was not sustained, and the user base of the app plummeted more than 80% to 8 million daily active users by the end of July 2023.[5][6][7]

After Elon Musk's acquisition of Twitter in October 2022, Meta employees explored the concept of introducing text-based functionality to Instagram. This feature, known as Instagram Notes, was rolled out in December 2022.[8] The company subsequently began developing a separate app focused on text-based posts. Development on ThreadsÂ¡Âªinternally known as ""Project 92""Â¡Âªcommenced in January 2023, with the platform officially launching on July 5, 2023. Threads immediately became available in 100 countries (out of 193 UN member states), but until December 14, 2023[9] had delayed its launch in the European Union as it waited for regulatory clarity from the European Commission regarding the service's data collection policies.",Threads (social network),https://en.wikipedia.org/wiki/Threads_(social_network),
"Eat Bulaga! (transl.?eat surprise!; stylized as Eat... Bulaga!) is a Philippine television noontime variety show broadcast by TV5 and RPTV. Originally aired on RPN from July 30, 1979 to February 17, 1989, and was replaced by Student Canteen, later moved to ABS-CBN from February 18, 1989 to January 27, 1995, replacing Afternoon Delight and was replaced by 'Sang Linggo nAPO Sila and GMA Network from January 28, 1995 to January 5, 2024, replacing SST: Salo-Salo Together and was replaced by Tahanang Pinakamasaya. It is the longest-running noontime variety program in the Philippines and ranks among television programs with the most episodes in history with over 13,500 episodes aired.

Since 2024, the show has been produced by TVJ Productions, Inc. and led by its original hosts Tito Sotto, Vic Sotto, and Joey de Leon alongside Allan K., Jose Manalo, Wally Bayola, Paolo Ballesteros, Pauleen Luna, Ryan Agoncillo, Ryzza Mae Dizon, Maine Mendoza, Miles Ocampo, Carren Eistrup, Atasha Muhlach and TVJ Singing Queens, collectively known as the ""Legit Dabarkads"".",E.A.T. (TV program),https://en.wikipedia.org/wiki/E.A.T._(TV_program),
"The 2023 Tour de France was the 110th edition of the Tour de France. It started in Bilbao, Spain, on 1 July and ended with the final stage at Champs-?lysÂ¨Â¦es, Paris, on 23 July.

Defending champion Jonas Vingegaard (Team JumboÂ¨CVisma) won the general classification for the second year in a row. Two-time champion Tadej Poga?ar (UAE Team Emirates) finished in second place, with Adam Yates (UAE Team Emirates) finishing third.

The race began in Bilbao in the Basque Country before returning to France. The first two weeks of the race was closely fought between Vingegaard and Poga?ar, with just 10 seconds between the riders by the end of the second week. The decisive stages were the individual time trial on stage 16 where Vingegaard won by 1 minute 38 seconds ahead of Poga?ar, and the subsequent stage in the Alps where Vingegaard extended his lead to over seven minutes. Vingegaard won the Tour for the second year running, putting him equal on Tour wins with his rival Poga?ar. His winning margin of 7 minutes 29 seconds was the largest since 2014.

The points classification was won by Jasper Philipsen (AlpecinÂ¨CDeceuninck) for the first time. The mountains classification was won by Giulio Ciccone (TrekÂ¨CSegafredo), the first Italian to achieve this feat since 1992. The young rider classification was won by Poga?ar for the fourth year in a row, and the team of Team JumboÂ¨CVisma won the team classification. Victor Campenaerts (LottoÂ¨CDstny) was chosen as the most combative rider.

The race was followed by the second edition of the Tour de France Femmes, which held its first stage on the final day of the men's Tour.",2023 Tour de France,https://en.wikipedia.org/wiki/2023_Tour_de_France,
"Those Once Loyal is the eighth and final studio album by British death metal band Bolt Thrower, released on 11 November 2005 by Metal Blade Records. Recorded with producer Andy Faulkner at Sable Rose Studios in Coventry, England, it was the first Bolt Thrower album since Mercenary (1998) to feature vocalist Karl Willetts, who rejoined the band in November 2004.

Musically, Those Once Loyal incorporates tighter song structures and arrangements into Bolt Thrower's melodic, groove-based sound, while enhancing the production quality of the band's previous albums. As with their earlier works, the lyrics address various aspects of war. Commentators and music critics have noted that the album has a thematic focus on World War I, which was previously explored on the band's fifth album ...For Victory (1994); its cover artwork is inspired by a plaque on the Guards Memorial in St. James's Park, London.

Well received by critics upon release, Those Once Loyal debuted at number 76 on the German Offizielle Top 100 chart, becoming the highest-charting album of Bolt Thrower's career. The band supported the album's release with the Those Still Loyal Tour across Europe, running from January to June 2006. Those Once Loyal would be Bolt Thrower's final album before the band announced an indefinite hiatus from recording in June 2008, although they continued to tour until the death of drummer Martin Kearns on 14 September 2015 and their subsequent disbandment in 2016, on the first anniversary of his death.",Those Once Loyal,https://en.wikipedia.org/wiki/Those_Once_Loyal,
"Barbie the Album is the soundtrack album for the 2023 film Barbie, directed by Greta Gerwig. It was released by Atlantic Records on July 21, 2023, the same day as the film's North American theatrical release. The album was produced by Mark Ronson, Kevin Weaver, and Brandon Davis. It was met with generally favorable reviews from critics.

The album was promoted by the release of six singles; the album's lead single ""Dance the Night"" by Dua Lipa topped the charts in 10 countries including the UK and Ireland as well as reaching the top ten in 25 countries including the US. The second single was ""Angel"" by PinkPantheress and the third was ""Barbie World"", a collaboration by Nicki Minaj and Ice Spice with Aqua, which reached the top ten in 15 territories including the UK and US. A fourth single, ""Speed Drive"" by Charli XCX, was a top ten hit in the UK and Ireland. The fifth single, ""What Was I Made For?"" by Billie Eilish, topped the charts in the UK, Ireland, Switzerland, and Australia, and entered the top ten in 15 countries. Ava Max's ""Choose Your Fighter"" was serviced to airplay radio as the album's sixth single on July 28, 2023.

Upon release, the album was met with critical and commercial success. It debuted at number one in Australia, Canada, the Netherlands and New Zealand and reached the top ten in Austria, Belgium, Czech Republic, France, Germany, Hungary, Spain, Portugal, Switzerland, and the United States. At the 66th Annual Grammy Awards, the album won Best Compilation Soundtrack for Visual Media, while four of its songs (""Dance the Night"", ""Barbie World"", ""What Was I Made For?"", and ""I'm Just Ken"") received nominations for Best Song Written for Visual Media. ""Dance the Night"" and ""What Was I Made For?"" were additionally nominated for Song of the Year and the latter for Record of the Year. At the 96th Academy Awards, two of its songs ""What Was I Made For"" and ""I'm Just Ken"" received nominations for Best Original Song, the former winning the Academy Award.",Barbie: The Album,https://en.wikipedia.org/wiki/Barbie:_The_Album,
"Mount Greylock is the highest point in Massachusetts at 3,489 feet (1,063 meters). Located in northwest region of the state, it is part of the Taconic Mountains, a geologically distinct range from the nearby Berkshires and Green Mountains. Expansive views and a small area of sub-alpine forest characterize its upper reaches. A seasonal automobile road crosses the summit area near three structures from the 1930s, which together constitute a small National Historic District. Various hiking paths including the Appalachian Trail traverse the area, which is part of the larger Mount Greylock State Reservation.[9]

The peak played a role in 19th century American literature,[10][11][12] and is featured in the work of Nathaniel Hawthorne, Herman Melville, and Henry David Thoreau.",Mount Greylock,https://en.wikipedia.org/wiki/Mount_Greylock,
"George Young (3 March 1909 Â¨C 6 August 1972) was a Canadian marathon swimmer who, on 15Â¨C16 January 1927, became the first person to swim the 22 mile channel between Catalina Island and the mainland of California. Though familiar to the Toronto swimming community, Young was only seventeen and a relative unknown in America, lacking the national recognition of a number of his competitors.[1] Around three thousand spectators on Catalina Island watched the race begin. Young's 22 mile swim began with the sound of a starter's pistol on the Northeastern edge of Catalina Island at the narrow point of the Harbor at Isthmus Cove[5] at 11:21 AM on Saturday, January 15, 1927, and ended the next morning after 15 hours 44 minutes at 3:06 AM on the rocky shores of Point Vicente Lighthouse, in Rancho Palos Verdes, South of downtown Los Angeles.",George Young (swimmer),https://en.wikipedia.org/wiki/George_Young_(swimmer),
"The Banjska attack (Albanian: Sulmi n? Banjsk?; Serbian: Â§Â¯Â§ÃÂ§Ã¡Â§ÃÂ§Ã Â§Ã¥ Â§Â¢Â§Ã?Â§Ã£Â§ÃÂ§Ã ?, romanized: Napad u Banjskoj) was an armed assault carried out by Serb militants against the Kosovo Police which took place in the village of Banjska located in North Kosovo on 24 September 2023.

Between 23 and 24 September 2023, Serb militants initiated an attack on Kosovo police as they responded to a situation where trucks lacking license plates were blocking a bridge in Banjska. This incident resulted in the death of Kosovar sergeant Afrim Bunjaku, who was posthumously honored with the Hero of Kosovo order. Subsequently, the attackers sought refuge within Banjska Monastery, which was eventually retaken by the Kosovo Police. During this operation, three of the militants were killed, and a significant cache of weaponry was confiscated. A total of eight people were subsequently apprehended, four of whom were later released. Notably, Serb List Vice-president Milan Radoi?i? was implicated and later admitted responsibility for the attack, leading to his subsequent arrest.

In the aftermath of the attack, Kosovo, Albania and the European Union, along with several other nations, issued condemnations. Kosovo, the European Union and European Parliament classified the incident as a terrorist attack.[27][28][29] Kosovo's Assembly denounced the incident and called for an international inquiry into alleged Serbian state involvement, urging appropriate measures by Western nations. Furthermore, the buildup of Serbian military forces along the Kosovo border prompted regional widespread concern, with calls for de-escalation and the bolstering of NATO deployments. Kosovo alleged Serbian state involvement, presenting evidence of training on Serbian territory. Concurrently, the Kosovo Intelligence Agency confirmed reports of a Serbian base construction near the border.",Banjska attack,https://en.wikipedia.org/wiki/Banjska_attack,
"Heraldry, as a scholarly discipline that deals with the study and origin of various symbols and elements, emerged in Albania towards the end of the 13th century. Over time, it has evolved as an inseparable component of European heraldry, encompassing its advancements, shifts and accomplishments.

The earliest evidence in the usage of coats of arms can be traced to the formative period of the Principality of Arbanon, with the Gropa ruling family. This practice continued in uninterrupted succession across various medieval Albanian lineages and patronymic families, namely the Albani, Angeli, Arianiti, Balsa, Be?ikemi, Dukagjini, Durazzo, Dusmani, Kastrioti, Matranga, Muzaka, Scura, Spani, Spata, Thopia, Zaharia, Zenevisi and numerous others.",Armorial of Albania,https://en.wikipedia.org/wiki/Armorial_of_Albania,
"Kenkoku Daigaku or simply Kendai [?k?nda?] was an educational institution in Xinjing (modern Changchun, Jilin province), the capital of Manchukuo, the Japanese puppet state in occupied Manchuria during the Second Sino-Japanese War. It operated from May 1938 to August 7, 1945.[1]

The university was founded in 1938 by General Kanji Ishiwara, and was run by Professor Shoichi Sakuda of Kyoto University.[2] Its purpose was to promote ""ethnic harmony"" in the region, legitimising and promoting the Japanese occupation.[3] To this end, students were recruited from Japan, China proper, Mongolia, Taiwan, Manchuria, Korea and Russia.[4] As well as offering free tuition, the University also provided its students with board and lodgings, and a stipend.[5]

The university closed in 1945 when the Kwantung Army were beaten by Soviet red army.[2]


Students of Kenkoku University
A number of influential aikido practitioners trained and taught at the University, including aikido's founder Morihei Ueshiba,[6] Kenji Tomiki, Shigenobu Okumura and Noriaki Inoue.[7]

Multiple students of Kenkoku University later became prominent political figures in South KoreaÂ¡Âªincluding later South Korean prime minister Kang Young-hoonÂ¡Âª, North Korea and China.[8] The first test for applicants within Joseon was held at Gyeongseong Women's Normal School in Susong-dong for three days starting on December 27. It was unusual that the physical examination was the first. He said : ""If you want to work in Manchuria, you must first be physically healthy, so consider your health first"" (Entrance Exam Suffering No. 1, Chosun Ilbo, December 28, 1937). Of the 670 applicants, 90 (60 Koreans and 30 Japanese) were selected. The competition rate was 7.4 to 1.",Kenkoku University,https://en.wikipedia.org/wiki/Kenkoku_University,
